version workload runs warmup blocks threads_per_block num_floats malloc_mean malloc_max free_mean free_max work_mean work_max
baseline sum_reduce 20 2 192 64 250 3.63015e+08 3.65389e+08 1.36076e+06 4.32043e+07 233451 658596
baseline sum_reduce 20 2 192 64 250 3.64817e+08 3.6715e+08 643530 4.32787e+07 248303 669933
baseline sum_reduce 20 2 192 64 250 3.57711e+08 3.59844e+08 1.15822e+06 4.32989e+07 208455 642758
baseline sum_reduce 20 2 192 64 250 3.57364e+08 3.59549e+08 2.02489e+06 4.31533e+07 220204 576925
baseline sum_reduce 20 2 192 64 250 3.65926e+08 3.68092e+08 1.55994e+06 4.34355e+07 226914 560401
baseline sum_reduce 20 2 192 64 275 3.59966e+08 3.62213e+08 1.25419e+06 4.2676e+07 293448 691738
baseline sum_reduce 20 2 192 64 275 3.58447e+08 3.60743e+08 1.16945e+06 4.38613e+07 276164 635368
baseline sum_reduce 20 2 192 64 275 3.66756e+08 3.69115e+08 1.69869e+06 4.41925e+07 293118 721107
baseline sum_reduce 20 2 192 64 275 3.66016e+08 3.6845e+08 861806 4.40323e+07 263837 675116
baseline sum_reduce 20 2 192 64 275 3.69266e+08 3.71669e+08 837110 4.22231e+07 279638 769282
baseline sum_reduce 20 2 192 64 275 3.64304e+08 3.667e+08 866291 4.32554e+07 304007 793780
baseline sum_reduce 20 2 192 64 275 3.72983e+08 3.75352e+08 328381 4.44492e+07 297413 782799
baseline sum_reduce 20 2 192 64 275 3.55499e+08 3.57772e+08 1.56191e+06 4.31312e+07 274702 801412
baseline sum_reduce 20 2 192 64 275 3.68468e+08 3.70791e+08 532502 4.25331e+07 299114 898880
baseline sum_reduce 20 2 192 64 275 3.68957e+08 3.71247e+08 1.0855e+06 4.42887e+07 275930 690157
baseline sum_reduce 20 2 192 64 275 3.46878e+08 3.49167e+08 286105 4.12929e+07 234756 593868
baseline sum_reduce 20 2 192 64 275 3.56063e+08 3.58479e+08 413282 4.20314e+07 275461 735222
baseline sum_reduce 20 2 192 64 275 3.62656e+08 3.65195e+08 962194 4.32603e+07 286625 736510
baseline sum_reduce 20 2 192 64 275 3.68749e+08 3.71236e+08 541700 4.30273e+07 295972 760605
baseline sum_reduce 20 2 192 64 275 3.77018e+08 3.79378e+08 563668 4.33442e+07 350889 810943
baseline sum_reduce 20 2 192 64 275 3.66017e+08 3.682e+08 548243 4.37893e+07 305867 789285
baseline sum_reduce 20 2 192 64 275 3.70226e+08 3.72508e+08 661945 4.42555e+07 305647 800312
baseline sum_reduce 20 2 192 64 275 3.72959e+08 3.7513e+08 548745 4.33682e+07 310398 783479
baseline sum_reduce 20 2 192 64 275 3.59528e+08 3.61695e+08 855712 4.33523e+07 273774 802584
baseline sum_reduce 20 2 192 64 275 3.60195e+08 3.62493e+08 646713 4.34317e+07 284398 819319
baseline sum_reduce 20 2 192 64 300 3.469e+08 3.49308e+08 830861 4.25031e+07 256504 695843
baseline sum_reduce 20 2 192 64 300 3.66866e+08 3.69238e+08 760120 4.34865e+07 312677 804497
baseline sum_reduce 20 2 192 64 300 3.66215e+08 3.68448e+08 1.30012e+06 4.40089e+07 356054 836777
baseline sum_reduce 20 2 192 64 300 3.69469e+08 3.71933e+08 1.57255e+06 4.2952e+07 318273 687411
baseline sum_reduce 20 2 192 64 300 3.59115e+08 3.61507e+08 842014 4.28854e+07 286644 785270
baseline sum_reduce 20 2 192 64 300 3.58005e+08 3.60345e+08 422337 4.21399e+07 302561 756440
baseline sum_reduce 20 2 192 64 300 3.6831e+08 3.70666e+08 1.20381e+06 4.46975e+07 286684 750834
baseline sum_reduce 20 2 192 64 300 3.69862e+08 3.72225e+08 333523 4.40727e+07 322976 776517
baseline sum_reduce 20 2 192 64 300 3.64379e+08 3.66765e+08 314554 4.16295e+07 315672 742641
baseline sum_reduce 20 2 192 64 300 3.72827e+08 3.7563e+08 681190 4.40855e+07 375154 812304
baseline sum_reduce 20 2 192 64 300 3.61299e+08 3.63635e+08 200943 4.3187e+07 290565 799377
baseline sum_reduce 20 2 192 64 300 3.54969e+08 3.57335e+08 627456 4.19213e+07 285944 718364
baseline sum_reduce 20 2 192 64 300 3.67619e+08 3.7001e+08 206402 4.24187e+07 310679 765108
baseline sum_reduce 20 2 192 64 300 3.77933e+08 3.80328e+08 684172 4.4156e+07 376854 969606
baseline sum_reduce 20 2 192 64 300 3.66016e+08 3.68553e+08 763302 4.33196e+07 329331 853035
baseline sum_reduce 20 2 192 64 300 3.62758e+08 3.65302e+08 1.18689e+06 4.36703e+07 319149 715827
baseline sum_reduce 20 2 192 64 300 3.73533e+08 3.759e+08 1.06777e+06 4.30384e+07 340890 1.12386e+06
baseline sum_reduce 20 2 192 64 300 3.67045e+08 3.6947e+08 426581 4.28502e+07 324393 832104
baseline sum_reduce 20 2 192 64 300 3.64254e+08 3.66654e+08 857713 4.29794e+07 321521 829279
baseline sum_reduce 20 2 192 64 300 3.61194e+08 3.63645e+08 651387 4.31941e+07 322966 738164
baseline sum_reduce 20 2 192 64 325 3.55784e+08 3.58533e+08 1.1589e+06 4.26625e+07 370926 896300
baseline sum_reduce 20 2 192 64 325 3.59388e+08 3.62024e+08 758778 4.33498e+07 359073 851758
baseline sum_reduce 20 2 192 64 325 3.6726e+08 3.69564e+08 440951 4.18161e+07 389813 940139
baseline sum_reduce 20 2 192 64 325 3.68219e+08 3.70907e+08 1.63142e+06 4.44973e+07 391860 963912
baseline sum_reduce 20 2 192 64 325 3.64228e+08 3.66761e+08 745555 4.21084e+07 369990 853515
baseline sum_reduce 20 2 192 64 325 3.55253e+08 3.5774e+08 307279 4.20302e+07 316392 830466
baseline sum_reduce 20 2 192 64 325 3.55256e+08 3.57875e+08 313847 4.18321e+07 351604 929790
baseline sum_reduce 20 2 192 64 325 3.74834e+08 3.77382e+08 439581 4.32676e+07 360391 805112
baseline sum_reduce 20 2 192 64 325 3.60191e+08 3.62728e+08 740604 4.25321e+07 335553 757462
baseline sum_reduce 20 2 192 64 325 3.62594e+08 3.65196e+08 1.28253e+06 4.30846e+07 374042 1.05827e+06
baseline sum_reduce 20 2 192 64 325 3.68811e+08 3.71327e+08 207494 4.14908e+07 357997 826161
baseline sum_reduce 20 2 192 64 325 3.58945e+08 3.61455e+08 531309 4.26075e+07 333939 906727
baseline sum_reduce 20 2 192 64 325 3.65328e+08 3.67847e+08 2.91828e+06 4.47388e+07 373579 983852
